小区名称,小区参考均价,90天成交数,当前出租数,所在地区,详细地址,建成年份
华丽家族,"('7508', '元/m')",90天成交1套,9套正在出租,天心,南郊公园,2000年建成
成达花园,"('7524', '元/m')",90天成交0套,9套正在出租,天心,书院路,1998年建成
建行天心支行宿舍,"('7531', '元/m')",90天成交0套,0套正在出租,天心,东塘,1990年建成
上庭苑,"('7570', '元/m')",90天成交0套,2套正在出租,天心,省政府,2008年建成
古堆山小区,"('7581', '元/m')",90天成交0套,10套正在出租,天心,黄土岭,1983年建成
煤炭公司宿舍,"('7596', '元/m')",90天成交0套,0套正在出租,天心,黄土岭,未知年建成
西牌楼17号,"('7604', '元/m')",90天成交0套,0套正在出租,天心,五一广场,未知年建成
华光外贸,"('7608', '元/m')",90天成交0套,0套正在出租,天心,黄土岭,1993年建成
中海新城熙岸,"('7611', '元/m')",90天成交0套,46套正在出租,天心,暮云,2002年建成
三泰书城,"('7622', '元/m')",90天成交0套,3套正在出租,天心,五一广场,2009年建成
南建公寓,"('7658', '元/m')",90天成交0套,7套正在出租,天心,书院路,2001年建成
粮校宿舍,"('7662', '元/m')",90天成交0套,0套正在出租,天心,黄土岭,未知年建成
四村街小区,"('7665', '元/m')",90天成交0套,0套正在出租,天心,书院路,2001年建成
金泰小区,"('7670', '元/m')",90天成交1套,8套正在出租,天心,书院路,1992年建成
白沙花园,"('7675', '元/m')",90天成交1套,23套正在出租,天心,金盆岭,1999年建成
西湖新村,"('7676', '元/m')",90天成交0套,1套正在出租,天心,五一广场,1996年建成
中信城市广场雅居,"('7680', '元/m')",90天成交0套,0套正在出租,天心,暮云,2010年建成
万顺公寓,"('7681', '元/m')",90天成交0套,0套正在出租,天心,黄土岭,未知年建成
化龙池社区,"('7698', '元/m')",90天成交0套,2套正在出租,天心,五一广场,1990年建成
凯华大厦,"('7702', '元/m')",90天成交0套,3套正在出租,天心,侯家塘,1995年建成
天鸿小区,"('7703', '元/m')",90天成交0套,5套正在出租,天心,铁道学院,1997年建成
开发公司小区,"('7705', '元/m')",90天成交0套,0套正在出租,天心,书院路,1990年建成
劳动西路187号,"('7706', '元/m')",90天成交0套,0套正在出租,天心,书院路,未知年建成
祝威岗小区,"('7727', '元/m')",90天成交0套,2套正在出租,天心,书院路,1985年建成
天龙花园,"('7735', '元/m')",90天成交0套,2套正在出租,天心,黄土岭,1998年建成
湘计花园,"('7738', '元/m')",90天成交0套,6套正在出租,天心,黄土岭,2000年建成
鑫园,"('7743', '元/m')",90天成交0套,2套正在出租,天心,黄土岭,2000年建成
红龙庙小区,"('7744', '元/m')",90天成交0套,1套正在出租,天心,东塘,1997年建成
天心区国税局,"('7757', '元/m')",90天成交0套,4套正在出租,天心,书院路,1996年建成
人民西路208号,"('7762', '元/m')",90天成交0套,1套正在出租,天心,五一广场,2010年建成
新时空大厦,"('7767', '元/m')",90天成交0套,7套正在出租,天心,黄土岭,2008年建成
农业银行宿舍,"('7776', '元/m')",90天成交0套,0套正在出租,天心,书院路,未知年建成
湖南省科学技术研究开发院,"('7777', '元/m')",90天成交0套,3套正在出租,天心,铁道学院,1980年建成
湖南剧院宿舍,"('7780', '元/m')",90天成交0套,0套正在出租,天心,五一广场,1980年建成
晏家塘社区,"('7798', '元/m')",90天成交0套,12套正在出租,天心,五一广场,1998年建成
嘉盛国际广场,"('7802', '元/m')",90天成交0套,21套正在出租,天心,东塘,2010年建成
佳广公寓,"('7803', '元/m')",90天成交0套,1套正在出租,天心,书院路,1994年建成
刑警之家,"('7804', '元/m')",90天成交0套,0套正在出租,天心,书院路,2000年建成
裕南街227-231号,"('7812', '元/m')",90天成交0套,0套正在出租,天心,书院路,未知年建成
浦沅生活二区,"('7837', '元/m')",90天成交1套,0套正在出租,天心,金盆岭,1998年建成
黑金时代广场,"('7840', '元/m')",90天成交2套,19套正在出租,天心,暮云,2000年建成
路边井59号,"('7841', '元/m')",90天成交0套,0套正在出租,天心,五一广场,未知年建成
钟馗庙,"('7842', '元/m')",90天成交0套,2套正在出租,天心,书院路,1998年建成
雨花亭街道办事处老宿舍,"('7847', '元/m')",90天成交0套,0套正在出租,天心,,1990年建成
涂新小区,"('7848', '元/m')",90天成交1套,19套正在出租,天心,黄土岭,1989年建成
翡翠林居,"('7871', '元/m')",90天成交1套,26套正在出租,天心,金盆岭,2002年建成
长沙理工大学东校区教工宿舍,"('7877', '元/m')",90天成交1套,7套正在出租,天心,金盆岭,1984年建成
长沙理工大学西校区教工宿舍,"('7886', '元/m')",90天成交2套,16套正在出租,天心,黄土岭,1985年建成
恒盛佳苑,"('7913', '元/m')",90天成交0套,3套正在出租,天心,铁道学院,2008年建成
迎龙阁公寓,"('7913', '元/m')",90天成交0套,2套正在出租,天心,东塘,未知年建成
长沙理工大学天剑村职工住宅,"('7919', '元/m')",90天成交0套,5套正在出租,天心,书院路,1987年建成
荷花村,"('7939', '元/m')",90天成交0套,4套正在出租,天心,铁道学院,1995年建成
湖南城建职业技术学院宿舍,"('7948', '元/m')",90天成交0套,2套正在出租,天心,黄土岭,1999年建成
远能锦座,"('7960', '元/m')",90天成交0套,9套正在出租,天心,黄土岭,2004年建成
肉联厂小区,"('7962', '元/m')",90天成交0套,1套正在出租,天心,省政府,1996年建成
长运锦园,"('7980', '元/m')",90天成交0套,2套正在出租,天心,省政府,2005年建成
新族公寓,"('7982', '元/m')",90天成交0套,0套正在出租,天心,书院路,1995年建成
黄土岭村职工住宅,"('8005', '元/m')",90天成交0套,5套正在出租,天心,黄土岭,1980年建成
古堆山巷住宅区,"('8007', '元/m')",90天成交0套,2套正在出租,天心,黄土岭,未知年建成
山水嘉园,"('8015', '元/m')",90天成交2套,26套正在出租,天心,省政府,2000年建成
中建偶寓,"('8028', '元/m')",90天成交0套,65套正在出租,天心,省政府,2013年建成
长沙市自来水公司金盆岭住宅区,"('8048', '元/m')",90天成交0套,3套正在出租,天心,金盆岭,1998年建成
太平街132号,"('8052', '元/m')",90天成交0套,1套正在出租,天心,五一广场,未知年建成
海利宿舍,"('8061', '元/m')",90天成交0套,4套正在出租,天心,东塘,1995年建成
怡和山庄,"('8063', '元/m')",90天成交1套,0套正在出租,天心,省政府,2007年建成
省建六公司小区,"('8072', '元/m')",90天成交0套,12套正在出租,天心,侯家塘,1988年建成
新悦家园,"('8074', '元/m')",90天成交0套,7套正在出租,天心,新开铺,2003年建成
创远社区信丰公寓,"('8078', '元/m')",90天成交0套,1套正在出租,天心,书院路,2004年建成
湘凯石化大厦,"('8081', '元/m')",90天成交0套,32套正在出租,天心,书院路,2000年建成
林科院老区,"('8114', '元/m')",90天成交0套,0套正在出租,天心,铁道学院,未知年建成
木材厂宿舍,"('8119', '元/m')",90天成交0套,4套正在出租,天心,黄土岭,1990年建成
湖南农机贸易大楼,"('8133', '元/m')",90天成交0套,0套正在出租,天心,书院路,未知年建成
坡子街59-63号,"('8137', '元/m')",90天成交0套,1套正在出租,天心,五一广场,未知年建成
湖南省交通科学研究所,"('8154', '元/m')",90天成交0套,7套正在出租,天心,金盆岭,1994年建成
老检查院宿舍,"('8160', '元/m')",90天成交0套,0套正在出租,天心,侯家塘,未知年建成
湖南省建材供销储运公司宿舍,"('8161', '元/m')",90天成交0套,0套正在出租,天心,金盆岭,1995年建成
药王街小区,"('8162', '元/m')",90天成交0套,0套正在出租,天心,五一广场,未知年建成
中铁四院宿舍,"('8170', '元/m')",90天成交0套,1套正在出租,天心,铁道学院,2000年建成
交通信息中心,"('8172', '元/m')",90天成交0套,0套正在出租,天心,金盆岭,2000年建成
新华南苑,"('8187', '元/m')",90天成交1套,15套正在出租,天心,铁道学院,1989年建成
裕敏里金球公寓,"('8193', '元/m')",90天成交0套,0套正在出租,天心,书院路,2003年建成
马楚巷,"('8196', '元/m')",90天成交0套,0套正在出租,天心,书院路,未知年建成
马益顺巷19号,"('8227', '元/m')",90天成交0套,0套正在出租,天心,书院路,未知年建成
新长海D1站,"('8233', '元/m')",90天成交0套,17套正在出租,天心,暮云,未知年建成
在水一方,"('8241', '元/m')",90天成交0套,2套正在出租,天心,书院路,2000年建成
城建局宿舍,"('8246', '元/m')",90天成交0套,1套正在出租,天心,侯家塘,1989年建成
他城时代公寓,"('8257', '元/m')",90天成交2套,90套正在出租,天心,铁道学院,2007年建成
燕子岭社区,"('8259', '元/m')",90天成交0套,4套正在出租,天心,书院路,1992年建成
中意宿舍,"('8275', '元/m')",90天成交0套,2套正在出租,天心,书院路,未知年建成
天悦嘉园,"('8280', '元/m')",90天成交1套,5套正在出租,天心,省政府,2009年建成
城市之心,"('8285', '元/m')",90天成交0套,2套正在出租,天心,东塘,2002年建成
向东南路12号,"('8309', '元/m')",90天成交0套,1套正在出租,天心,书院路,2002年建成
中信新城,"('8321', '元/m')",90天成交1套,20套正在出租,天心,暮云,2000年建成
天翔新新家园,"('8331', '元/m')",90天成交0套,16套正在出租,天心,新开铺,2006年建成
高压开关厂小区,"('8335', '元/m')",90天成交0套,3套正在出租,天心,书院路,未知年建成
西牌楼小区,"('8336', '元/m')",90天成交0套,3套正在出租,天心,五一广场,1995年建成
鑫远悦时代,"('8339', '元/m')",90天成交0套,3套正在出租,天心,暮云,未知年建成
凯富南方鑫城,"('8344', '元/m')",90天成交0套,3套正在出租,天心,暮云,2013年建成
熙台岭社区,"('8360', '元/m')",90天成交0套,27套正在出租,天心,书院路,1981年建成
华盛家园,"('8368', '元/m')",90天成交2套,10套正在出租,天心,金盆岭,2002年建成
湖凯逸景园,"('8373', '元/m')",90天成交0套,4套正在出租,天心,金盆岭,2005年建成
吴家坪社区,"('8378', '元/m')",90天成交0套,4套正在出租,天心,书院路,1994年建成
雍晟时代公馆,"('8378', '元/m')",90天成交0套,26套正在出租,天心,铁道学院,2003年建成
弘阳时光里,"('8385', '元/m')",90天成交0套,44套正在出租,天心,湘府路,2021年建成
联通宿舍,"('8389', '元/m')",90天成交0套,0套正在出租,天心,铁道学院,未知年建成
中信文化广场雅居,"('8397', '元/m')",90天成交1套,26套正在出租,天心,暮云,2000年建成
长沙锌厂宿舍,"('8400', '元/m')",90天成交0套,1套正在出租,天心,黄土岭,1993年建成
万事佳景园,"('8413', '元/m')",90天成交1套,6套正在出租,天心,金盆岭,2004年建成
市体育局宿舍,"('8426', '元/m')",90天成交0套,4套正在出租,天心,东塘,1995年建成
和庄,"('8427', '元/m')",90天成交3套,83套正在出租,天心,新开铺,2008年建成
华银南苑,"('8442', '元/m')",90天成交0套,6套正在出租,天心,铁道学院,2000年建成
湖南省地质勘察院,"('8460', '元/m')",90天成交0套,2套正在出租,天心,铁道学院,1995年建成
鑫远杰座,"('8482', '元/m')",90天成交0套,17套正在出租,天心,新开铺,2009年建成
省外贸公司宿舍,"('8490', '元/m')",90天成交0套,0套正在出租,天心,黄土岭,1990年建成
石子冲巷,"('8508', '元/m')",90天成交0套,0套正在出租,天心,书院路,1984年建成
湖南有色金属研究院第二生活区,"('8510', '元/m')",90天成交0套,1套正在出租,天心,黄土岭,1991年建成
五矿紫湖香醍,"('8557', '元/m')",90天成交19套,82套正在出租,天心,暮云,2000年建成
剑桥名门,"('8578', '元/m')",90天成交2套,31套正在出租,天心,铁道学院,2000年建成
湘电线材生活小区,"('8596', '元/m')",90天成交0套,4套正在出租,天心,新开铺,2002年建成
环达路桥,"('8601', '元/m')",90天成交0套,2套正在出租,天心,铁道学院,2000年建成
华升公司附属小区,"('8606', '元/m')",90天成交0套,1套正在出租,天心,黄土岭,1994年建成
轻工研究院小区,"('8623', '元/m')",90天成交0套,5套正在出租,天心,书院路,1985年建成
人寿保险公司附属小区,"('8625', '元/m')",90天成交0套,0套正在出租,天心,黄土岭,1990年建成
金线街,"('8626', '元/m')",90天成交0套,0套正在出租,天心,五一广场,1998年建成
五矿哈佛小镇,"('8628', '元/m')",90天成交9套,23套正在出租,天心,暮云,2000年建成
402小区,"('8631', '元/m')",90天成交1套,0套正在出租,天心,铁道学院,2005年建成
添景阁,"('8638', '元/m')",90天成交0套,4套正在出租,天心,五一广场,2001年建成
富湘公寓,"('8644', '元/m')",90天成交0套,0套正在出租,天心,书院路,1996年建成
广电宿舍,"('8647', '元/m')",90天成交0套,0套正在出租,天心,东塘,2000年建成
加加大商业街,"('8650', '元/m')",90天成交0套,29套正在出租,天心,铁道学院,2000年建成
书院路352号,"('8658', '元/m')",90天成交0套,0套正在出租,天心,书院路,未知年建成
居仁里,"('8679', '元/m')",90天成交0套,0套正在出租,天心,书院路,2000年建成
金苑小区,"('8687', '元/m')",90天成交0套,2套正在出租,天心,黄土岭,2000年建成
洪家井巷,"('8700', '元/m')",90天成交0套,0套正在出租,天心,五一广场,1998年建成
天心疾控宿舍,"('8701', '元/m')",90天成交0套,1套正在出租,天心,新开铺,1998年建成
林科大西园教工宿舍,"('8709', '元/m')",90天成交0套,0套正在出租,天心,铁道学院,未知年建成
古堆山巷住宅区南湖路宿舍329号,"('8725', '元/m')",90天成交0套,0套正在出租,天心,黄土岭,未知年建成
青园花都,"('8763', '元/m')",90天成交0套,2套正在出租,天心,铁道学院,2005年建成
下碧湘街小区宿舍,"('8770', '元/m')",90天成交0套,1套正在出租,天心,书院路,1995年建成
蔬菜公司宿舍,"('8771', '元/m')",90天成交0套,1套正在出租,天心,五一广场,1980年建成
湖南农业机械研究所,"('8780', '元/m')",90天成交0套,1套正在出租,天心,铁道学院,1984年建成
湖南省红十字会宿舍,"('8786', '元/m')",90天成交0套,0套正在出租,天心,铁道学院,2005年建成
省木材公司宿舍,"('8793', '元/m')",90天成交0套,6套正在出租,天心,黄土岭,1990年建成
建鸿达现代空间,"('8808', '元/m')",90天成交0套,11套正在出租,天心,金盆岭,2000年建成
天心雅阁,"('8817', '元/m')",90天成交0套,1套正在出租,天心,书院路,1995年建成
沙湖新村,"('8850', '元/m')",90天成交0套,1套正在出租,天心,黄土岭,1990年建成
西牌楼53号,"('8858', '元/m')",90天成交0套,0套正在出租,天心,五一广场,未知年建成
旭辉华宇南宸府,"('8874', '元/m')",90天成交0套,28套正在出租,天心,德思勤,未知年建成
